 名称 , 产地 , 供应商 , 抑制率1 , 抑制率2 , 结果 , 年份 
地瓜叶,琼山七水洋,泳旺/龙地园,8.97%,8.61%,合格,03-22
泡椒,琼山七水洋,泳旺,5.86%,9.16%,合格,03-22
地瓜叶,琼山七水洋,昌木达,4.95%,2.01%,合格,03-22
线椒,琼山七水洋,昌木达,4.58%,6.96%,合格,03-22
香芋南瓜,琼山大荒洋,湘满园,6.41%,8.24%,合格,03-22
圆茄子,琼山大荒洋,湘满园,2.93%,3.30%,合格,03-22
地瓜叶,琼山大荒洋,鑫源丰,6.04%,4.95%,合格,03-24
茄子,琼山大荒洋,鑫源丰,4.95%,1.65%,合格,03-24
线椒,琼山大荒洋,鑫源丰,3.66%,1.47%,合格,03-24
地瓜叶,琼山七水洋,泳旺/龙地园,10.30%,8.24%,合格,03-24
地瓜叶,琼山大荒洋,昌木达,4.95%,6.04%,合格,03-24
地瓜叶,琼山大荒洋,恒鑫,9.89%,4.95%,合格,03-24
茭白,琼山七水洋,鑫莲,12.50%,13.20%,合格,03-24
香芋南瓜,琼山大荒洋,湘满园,7.69%,8.06%,合格,03-24
圆茄子,琼山大荒洋,湘满园,6.96%,8.61%,合格,03-24
嫩南瓜,琼山大荒洋,湘满园,9.16%,11.00%,合格,03-24
外地大白菜,云南通海,东北亚贸易,8.79%,12.50%,合格,03-24
莲花白,云南通海,东北亚贸易,9.34%,4.95%,合格,03-24
白洋葱,云南通海,东北亚贸易,4.95%,7.14%,合格,03-24
苦瓜,云南通海,东北亚贸易,2.75%,3.85%,合格,03-24
金丝白,云南通海,东北亚贸易,0.00%,2.56%,合格,03-24
上海青,云南通海,东北亚贸易,5.13%,5.86%,合格,03-24
菜心,云南通海,东北亚贸易,5.31%,6.41%,合格,03-24
芥兰,云南通海,东北亚贸易,9.89%,7.88%,合格,03-24
黑叶白,山东寿光,自采,7.14%,9.52%,合格,03-24
本地小白菜,山东寿光,自采,9.16%,5.13%,合格,03-24
生菜,云南通海,银川物流,2.56%,2.93%,合格,03-22
本地小白菜,琼山七水洋,泳旺,5.68%,3.48%,合格,03-22
韭菜,云南通海,银川物流,5.68%,8.24%,合格,03-22
圆椒,云南通海,银川物流,0.00%,0.00%,合格,03-22
泡椒,海口秀英,自采,7.88%,3.66%,合格,03-22
西芹,云南通海,银川物流,1.65%,0.18%,合格,03-22
本地大黄瓜,海南澄迈,好良心,0.00%,1.10%,合格,03-22
大葱,云南通海,银川物流,5.49%,1.28%,合格,03-22
娃娃菜,云南通海,银川物流,0.55%,1.65%,合格,03-22
地瓜叶,海口秀英,自采,1.10%,0.00%,合格,03-22
西兰花,云南通海,东北亚,0.00%,0.37%,合格,03-22
莴笋,云南通海,银川物流,1.10%,0.00%,合格,03-22
土豆,云南通海,银川物流,6.41%,1.10%,合格,03-22
白萝卜,云南通海,银川物流,2.38%,1.83%,合格,03-22
西红柿,云南通海,银川物流,11.90%,11.20%,合格,03-22
尖椒,云南通海,银川物流,4.95%,5.68%,合格,03-22
茄子,云南通海,银川物流,3.11%,5.13%,合格,03-22
山药,云南通海,银川物流,6.41%,8.06%,合格,03-22
黄瓜,云南通海,银川物流,6.04%,8.79%,合格,03-22
小香芹,云南通海,东北亚,9.52%,3.11%,合格,03-22
小芥菜,琼山大荒洋,鑫源丰,11.70%,0.00%,合格,03-21
茄子,琼山大荒洋,鑫源丰,12.10%,15.10%,合格,03-21
地瓜叶,琼山七水洋,昌木达,1.08%,1.44%,合格,03-21
本地小白菜,琼山七水洋,昌木达,10.30%,6.13%,合格,03-21
线椒,琼山七水洋,昌木达,0.00%,0.00%,合格,03-21
地瓜叶,琼山七水洋,泳旺/龙地园,0.00%,0.00%,合格,03-21
泡椒,琼山七水洋,泳旺,0.00%,1.26%,合格,03-21
香芋南瓜,琼山大荒洋,湘满园,0.00%,0.00%,合格,03-21
圆茄子,琼山大荒洋,湘满园,4.18%,6.13%,合格,03-21
嫩南瓜,琼山大荒洋,湘满园,28.10%,45.00%,合格,03-21
空心菜,琼山三江,绿峰,20.00%,12.60%,合格,03-21
蒜头,琼山七水洋,进利,0.00%,3.78%,合格,03-21
生姜,琼山七水洋,进利,0.00%,0.00%,合格,03-21
黄瓜,云南通海,银川物流,0.00%,0.00%,合格,03-21
本地小白菜,海南海口,自采,6.04%,4.58%,合格,03-20
生菜,云南通海,银川物流,3.48%,6.59%,合格,03-20
小香芹,云南通海,东北亚贸易,2.20%,3.11%,合格,03-20
大黄瓜,海南澄迈,好良心,5.86%,6.41%,合格,03-20
胡萝卜,云南通海,银川物流,0.00%,0.73%,合格,03-20
西红柿,云南通海,银川物流,1.28%,0.00%,合格,03-20
白洋葱,云南通海,东北亚贸易,11.00%,20.00%,合格,03-21
山药,云南通海,银川物流,6.59%,7.51%,合格,03-21
西兰花,云南通海,东北亚贸易,3.11%,9.71%,合格,03-21
莲花白,云南通海,银川物流,15.40%,6.96%,合格,03-21
芋头,琼山七水洋,泳旺,0.00%,13.00%,合格,03-21
大黄瓜,海南澄迈,好良心,0.00%,9.16%,合格,03-21
冬瓜,云南通海,银川物流,4.40%,8.24%,合格,03-21
南瓜,云南通海,银川物流,3.30%,13.70%,合格,03-21
菜心,云南通海,银川物流,0.00%,0.00%,合格,03-21
小芥菜,海南海口,自采,0.92%,0.00%,合格,03-21
小香芹,云南通海,东北亚贸易,0.00%,0.00%,合格,03-21
芥兰,云南通海,东北亚贸易,0.00%,0.00%,合格,03-23
莲花白,云南通海,东北亚贸易,1.65%,0.00%,合格,03-23
苦瓜,云南通海,东北亚贸易,0.00%,8.06%,合格,03-23
小黄白,云南通海,东北亚贸易,2.38%,0.00%,合格,03-23
苦瓜,云南通海,银川物流,0.00%,0.00%,合格,03-21
外地大白菜,云南通海,银川物流,0.00%,0.00%,合格,03-21
小黄白,云南通海,银川物流,0.00%,14.10%,合格,03-21
蒜苔,云南通海,银川物流,0.00%,0.00%,合格,03-21
莲藕,云南通海,银川物流,0.00%,0.00%,合格,03-21
丑苹果,四川大凉山,椰枝花,0.00%,0.00%,合格,03-21
红富士,山西运城,椰枝花,0.00%,0.00%,合格,03-21
香梨,新疆库尔勒,椰枝花,0.00%,2.01%,合格,03-21
蜜梨,四川华蓥,椰枝花,0.00%,0.00%,合格,03-21
白洋葱,云南通海,东北亚贸易,0.00%,3.85%,合格,03-23
鲜香菇,福建漳州,自采,7.33%,2.75%,合格,03-23
西瓜,海南文昌,椰枝花,6.04%,4.40%,合格,03-23
丑苹果,四川凉山,椰枝花,6.78%,13.00%,合格,03-23
红富士,山西运城,椰枝花,14.30%,6.23%,合格,03-23
蜜梨,四川华蓥,椰枝花,3.85%,8.79%,合格,03-23
香蕉,海南乐东,椰枝花,5.86%,1.83%,合格,03-23
芭蕉,海南乐东,椰枝花,9.89%,4.76%,合格,03-23
丑苹果,陕西延安,玉玉橙橙,2.75%,12.10%,合格,03-23
胡萝卜,云南通海,东北亚贸易,0.00%,9.34%,合格,03-23
蒜苔,云南通海,东北亚贸易,22.00%,12.10%,合格,03-23
油麦菜,云南通海,东北亚贸易,0.00%,0.00%,合格,03-23
娃娃菜,云南通海,东北亚贸易,0.00%,0.00%,合格,03-23
生菜,云南通海,东北亚贸易,2.56%,3.30%,合格,03-23
小黄白,云南通海,银川物流,1.28%,3.85%,合格,03-22
油麦菜,云南通海,银川物流,12.80%,8.42%,合格,03-22
菠菜,云南通海,中商,6.23%,1.65%,合格,03-21
圆椒,云南通海,银川物流,2.01%,7.69%,合格,03-21
尖椒,云南通海,银川物流,15.80%,1.83%,合格,03-21
小葱,云南通海,银川物流,2.56%,6.04%,合格,03-21
大葱,云南通海,银川物流,4.40%,23.40%,合格,03-21
西红柿,云南通海,银川物流,24.70%,24.90%,合格,03-21
土豆,云南通海,银川物流,11.00%,4.50%,合格,03-21
地瓜叶,海南海口,自采,10.50%,2.52%,合格,03-21
空心菜,海南海口,自采,0.00%,11.00%,合格,03-21
莴笋,云南通海,银川物流,11.90%,0.00%,合格,03-21
娃娃菜,云南通海,银川物流,0.00%,11.00%,合格,03-21
茭白,云南通海,东北亚贸易,0.00%,0.00%,合格,03-21
上海青,云南通海,银川物流,10.30%,20.10%,合格,03-21
本地小白菜,琼山七水洋,泳旺,3.48%,6.96%,合格,03-21
金丝白,云南通海,银川物流,20.10%,9.34%,合格,03-21
芥兰,云南通海,东北亚贸易,15.20%,5.86%,合格,03-21
黑叶白,琼山七水洋,泳旺,0.00%,13.40%,合格,03-21
油麦菜,云南通海,银川物流,0.00%,8.79%,合格,03-21
西芹,云南通海,银川物流,0.00%,7.69%,合格,03-21
胡萝卜,云南通海,银川物流,1.28%,14.10%,合格,03-21
嫩南瓜,琼山大荒洋,湘满园,6.41%,4.95%,合格,03-22
空心菜,琼山三江,绿峰,3.48%,4.76%,合格,03-22
金针菇,福建漳州,自采,0.00%,5.13%,合格,03-22
杏鲍菇,辽宁大连,自采,2.93%,4.03%,合格,03-22
白玉菇,福建漳州,自采,4.58%,4.03%,合格,03-22
秋葵,海口秀英,自采,3.30%,4.76%,合格,03-22
虫草花,福建漳州,自采,6.41%,2.75%,合格,03-22
平菇,海口秀英,自采,4.40%,5.31%,合格,03-22
蒜头,琼山七水洋,进利,7.69%,3.85%,合格,03-22
生姜,琼山七水洋,进利,5.49%,4.03%,合格,03-22
莲花白,云南通海,银川物流,7.69%,6.41%,合格,03-22
外地大白菜,云南通海,银川物流,2.01%,4.76%,合格,03-22
上海青,云南通海,银川物流,2.20%,0.00%,合格,03-22
蒜苔,云南通海,银川物流,5.31%,11.00%,合格,03-22
金丝白,云南通海,银川物流,8.61%,6.59%,合格,03-22
莲藕,云南通海,海南物流,4.58%,6.04%,合格,03-22
茄子,云南通海,银川物流,11.90%,3.85%,合格,03-21
白萝卜,云南通海,银川物流,32.10%,31.90%,合格,03-21
韭菜,云南通海,银川物流,0.00%,6.59%,合格,03-21
生菜,云南通海,银川物流,0.00%,10.10%,合格,03-21
土豆,云南通海,银川物流,4.03%,3.66%,合格,03-20
西兰花,云南通海,东北亚贸易,3.48%,3.66%,合格,03-20
娃娃菜,云南通海,银川物流,6.23%,4.76%,合格,03-20
大葱,云南通海,银川物流,6.41%,6.41%,合格,03-20
芋头,琼山七水洋,泳旺,5.49%,8.24%,合格,03-20
山药,云南通海,银川物流,3.11%,3.48%,合格,03-20
茭白,云南通海,东北亚贸易,1.10%,1.10%,合格,03-20
金丝白,云南通海,银川物流,2.01%,1.60%,合格,03-20
莲花白,云南通海,银川物流,6.96%,3.30%,合格,03-20
白洋葱,云南通海,东北亚贸易,3.48%,5.49%,合格,03-20
菠菜,云南通海,中商,14.30%,8.42%,合格,03-20
芥兰,云南通海,东北亚贸易,4.21%,3.66%,合格,03-20
小葱,云南通海,银川物流,6.96%,8.79%,合格,03-20
茄子,云南通海,银川物流,1.28%,2.75%,合格,03-20
西芹,云南通海,银川物流,1.83%,3.66%,合格,03-20
黄瓜,云南通海,银川物流,6.59%,6.23%,合格,03-20
小黄白,云南通海,银川物流,9.34%,4.03%,合格,03-20
本地小白菜,琼山七水洋,泳旺,6.78%,5.13%,合格,03-20
丑苹果,四川大凉山,椰枝花,4.03%,6.23%,合格,03-20
蜜梨,四川华蓥市,椰枝花,4.03%,0.73%,合格,03-20
贡梨,安徽,椰枝花,0.00%,0.00%,合格,03-21
沃柑,广西,椰枝花,0.00%,0.00%,合格,03-21
花牛苹果,甘肃天水,椰枝花,6.04%,3.66%,合格,03-21
香蕉,海南乐东,椰枝花,0.00%,2.75%,合格,03-21
库尔勒香梨,新疆库尔勒,椰枝花,0.00%,4.03%,合格,03-21
芭蕉,海南乐东,椰枝花,8.06%,0.18%,合格,03-21
金针菇,福建漳州,自采,0.92%,16.50%,合格,03-21
杏鲍菇,辽宁大连,自采,0.00%,0.00%,合格,03-21
白玉菇,福建漳州,自采,0.00%,6.23%,合格,03-21
秋葵,海口秀英,自采,0.00%,7.14%,合格,03-21
虫草花,福建漳州,自采,15.00%,10.60%,合格,03-21
平菇,海口秀英,自采,2.56%,9.71%,合格,03-21
菜心,琼山大荒洋,鑫源丰,12.10%,11.90%,合格,03-21
本地小白菜,琼山大荒洋,鑫源丰,15.40%,9.52%,合格,03-21
上海青,琼山大荒洋,鑫源丰,6.96%,4.16%,合格,03-21
黑叶白,琼山大荒洋,鑫源丰,6.78%,4.40%,合格,03-21
青梗小白菜,琼山大荒洋,鑫源丰,8.42%,11.50%,合格,03-21
地瓜叶,琼山大荒洋,鑫源丰,5.86%,13.90%,合格,03-21
泡椒,琼山大荒洋,鑫源丰,28.60%,13.40%,合格,03-21
线椒,琼山大荒洋,鑫源丰,12.30%,13.60%,合格,03-21
地瓜叶,琼山七水洋,昌木达,14.50%,12.60%,合格,03-20
青梗小白菜,琼山七水洋,昌木达,4.95%,6.41%,合格,03-20
泡椒,琼山七水洋,昌木达,2.38%,4.95%,合格,03-20
线椒,琼山七水洋,昌木达,3.28%,3.85%,合格,03-20
地瓜叶,琼山七水洋,泳旺/龙地园,3.48%,5.68%,合格,03-20
泡椒,琼山七水洋,泳旺,7.51%,1.83%,合格,03-20
香芋南瓜,琼山大荒洋,湘满园,0.00%,4.03%,合格,03-20
圆茄子,琼山大荒洋,湘满园,2.01%,0.00%,合格,03-20
嫩南瓜,琼山大荒洋,湘满园,3.85%,2.20%,合格,03-20
生姜,琼山七水洋,进利,0.37%,0.00%,合格,03-20
本地小白菜,海口秀英,自采,1.47%,5.49%,合格,03-19
黑叶白,海口秀英,自采,15.90%,17.90%,合格,03-19
小葱,云南通海,银川物流,15.90%,9.52%,合格,03-19
韭菜,云南通海,银川物流,8.06%,8.79%,合格,03-19
泡椒,海口秀英,自采,7.51%,8.79%,合格,03-19
上海青,云南通海,银川物流,20.10%,22.90%,合格,03-19
生菜,云南通海,银川物流,14.10%,9.34%,合格,03-19
白萝卜,云南通海,银川物流,11.90%,11.00%,合格,03-19
娃娃菜,云南通海,银川物流,5.68%,6.78%,合格,03-19
小黄白,云南通海,银川物流,13.70%,12.30%,合格,03-19
大葱,云南通海,银川物流,7.33%,7.88%,合格,03-19
山药,云南通海,中商,2.01%,3.48%,合格,03-19
芋头,琼山七水洋,泳旺,4.21%,3.85%,合格,03-19
莴笋,云南通海,银川物流,9.52%,5.13%,合格,03-19
本地大黄瓜,海南澄迈,好良心,9.52%,7.51%,合格,03-19
黄瓜,云南通海,银川物流,9.89%,7.69%,合格,03-19
胡萝卜,云南通海,银川物流,5.49%,5.13%,合格,03-19
西红柿,云南通海,银川物流,11.70%,13.00%,合格,03-19
西芹,云南通海,银川物流,6.23%,4.40%,合格,03-19
油麦菜,云南通海,银川物流,27.80%,31.00%,合格,03-19
尖椒,云南通海,银川物流,2.93%,3.85%,合格,03-19
茄子,云南通海,银川物流,6.41%,2.20%,合格,03-19
土豆,云南通海,银川物流,7.14%,8.42%,合格,03-19
绿橙,海口琼中,椰枝花,6.41%,5.68%,合格,03-19
哈密瓜,海南文昌,椰枝花,6.41%,4.58%,合格,03-19
丑苹果,四川凉山,椰枝花,8.42%,9.34%,合格,03-19
红富士,山西运城,椰枝花,4.58%,4.21%,合格,03-19
贡梨,安徽,椰枝花,11.20%,7.33%,合格,03-19
沃柑,广西武鸣,椰枝花,4.58%,4.21%,合格,03-19
香蕉,海南乐东,椰枝花,7.51%,4.03%,合格,03-19
莲藕,琼山七水洋,泳旺,2.93%,13.90%,合格,03-19
茭白,琼山七水洋,乔京,6.96%,13.20%,合格,03-19
空心菜,琼山三江,绿峰,8.42%,3.66%,合格,03-19
香芋南瓜,琼山大荒洋,湘满园,8.24%,9.71%,合格,03-19
圆茄子,琼山大荒洋,湘满园,6.23%,4.95%,合格,03-19
嫩南瓜,琼山大荒洋,湘满园,0.00%,0.00%,合格,03-19
菠菜,云南通海,东北亚,34.80%,32.20%,合格,03-19
黑叶白,海口秀英,自采,0.00%,0.00%,合格,03-18
泡椒,海口秀英,自采,0.00%,0.00%,合格,03-18
上海青,云南通海,银川物流,0.00%,7.69%,合格,03-18
本地小白菜,海口秀英,自采,4.40%,0.00%,合格,03-18
小葱,云南通海,银川物流,4.76%,12.50%,合格,03-18
菠菜,云南通海,东北亚贸易,1.47%,0.00%,合格,03-18
生菜,云南通海,银川物流,0.00%,0.00%,合格,03-18
尖椒,云南通海,银川物流,0.00%,0.00%,合格,03-18
蒜苔,云南通海,银川物流,5.49%,3.11%,合格,03-20
娃娃菜,云南通海,银川物流,2.01%,0.00%,合格,03-18
外地大白菜,云南通海,银川物流,0.00%,0.00%,合格,03-18
西红柿,云南通海,银川物流,0.00%,5.86%,合格,03-18
土豆,云南通海,银川物流,1.47%,0.00%,合格,03-18
莲藕,云南通海,海南物流,4.21%,5.31%,合格,03-20
金针菇,福建漳州,自采,7.14%,6.78%,合格,03-20
杏鲍菇,辽宁大连,自采,4.58%,6.59%,合格,03-20
白玉菇,福建漳州,自采,9.34%,0.00%,合格,03-20
秋葵,海口秀英,自采,9.16%,13.70%,合格,03-20
虫草花,福建漳州,自采,12.10%,11.70%,合格,03-20
平菇,海口秀英,自采,11.90%,9.71%,合格,03-20
尖椒,云南通海,银川物流,8.61%,6.23%,合格,03-20
空心菜,琼山三江,绿峰,1.83%,2.01%,合格,03-20
菜心,琼山大荒洋,鑫源丰,6.41%,6.78%,合格,03-20
本地小白菜,琼山大荒洋,鑫源丰,4.76%,6.04%,合格,03-20
上海青,琼山大荒洋,鑫源丰,7.69%,10.60%,合格,03-20
黑叶白,琼山大荒洋,鑫源丰,13.20%,13.90%,合格,03-20
青梗小白菜,琼山大荒洋,鑫源丰,12.10%,11.50%,合格,03-20
地瓜叶,琼山大荒洋,鑫源丰,7.51%,8.61%,合格,03-20
泡椒,琼山大荒洋,鑫源丰,12.10%,6.78%,合格,03-20
线椒,琼山大荒洋,鑫源丰,4.58%,6.78%,合格,03-20
小芥菜,琼山大荒洋,鑫源丰,4.58%,3.48%,合格,03-20
茄子,琼山大荒洋,鑫源丰,4.21%,2.20%,合格,03-20
莲花白,云南通海,银川物流,10.30%,11.20%,合格,03-18
南瓜,琼山大荒洋,湘满园,6.41%,3.66%,合格,03-16
丑苹果,四川大凉山,椰枝花,0.73%,1.10%,合格,03-16
红富士,山西运城,椰枝花,2.38%,8.61%,合格,03-16
香梨,新疆库尔勒,椰枝花,9.34%,8.42%,合格,03-16
贡梨,安徽,椰枝花,6.96%,6.78%,合格,03-16
蜜梨,四川华蓥,椰枝花,1.28%,5.13%,合格,03-16
香蕉,海南乐东,椰枝花,1.65%,4.21%,合格,03-16
青枣,山东日照,椰枝花,4.76%,2.20%,合格,03-16
芭蕉,海南乐东,椰枝花,8.61%,5.31%,合格,03-16
猕猴桃,秦岭,椰枝花,4.03%,5.49%,合格,03-16
金针菇,福建漳州,自采,4.95%,4.75%,合格,03-16
杏鲍菇,辽宁大连,自采,4.03%,6.41%,合格,03-16
白玉菇,福建漳州,自采,8.42%,6.96%,合格,03-16
秋葵,海口秀英,自采,7.69%,2.56%,合格,03-16
虫草花,福建漳州,自采,6.04%,6.23%,合格,03-16
地瓜叶,琼山七水洋,昌木达,3.48%,6.78%,合格,03-16
芥兰,琼山七水洋,昌木达,0.00%,4.95%,合格,03-16
泡椒,琼山七水洋,昌木达,2.93%,1.10%,合格,03-16
菜心,琼山大荒洋,鑫源丰,0.92%,4.03%,合格,03-16
本地小白菜,琼山大荒洋,鑫源丰,2.75%,3.30%,合格,03-16
阳光玫瑰,云南建水,椰枝花,11.20%,7.88%,合格,03-19
芭蕉,海南乐东,椰枝花,9.52%,7.88%,合格,03-19
小香芹,云南通海,东北亚,4.95%,3.48%,合格,03-19
香菜,云南通海,东北亚,9.34%,9.16%,合格,03-19
菜心,云南通海,银川物流,11.70%,12.50%,合格,03-19
空心菜,海口秀英,自采,3.30%,6.78%,合格,03-19
莲花白,云南通海,银川物流,6.04%,6.41%,合格,03-19
外地大白菜,云南通海,银川物流,5.68%,5.13%,合格,03-19
蒜苔,云南通海,银川物流,1.65%,0.00%,合格,03-19
白洋葱,云南通海,东北亚,4.03%,2.93%,合格,03-19
芋头,海口秀英,自采,6.59%,6.41%,合格,03-19
蒜头,云南通海,东北亚贸易,5.86%,10.30%,合格,03-19
西兰花,云南通海,东北亚贸易,9.34%,8.79%,合格,03-19
冬瓜,云南通海,银川物流,2.38%,3.66%,合格,03-19
南瓜,云南通海,银川物流,4.40%,5.13%,合格,03-19
生姜,云南通海,东北亚贸易,10.40%,5.31%,合格,03-19
金丝白,云南通海,银川物流,3.66%,0.00%,合格,03-19
金针菇,福建漳州,自采,6.04%,6.23%,合格,03-19
杏鲍菇,辽宁大连,自采,4.21%,6.78%,合格,03-19
白玉菇,福建漳州,自采,4.03%,7.33%,合格,03-19
秋葵,海口秀英,自采,6.78%,9.71%,合格,03-19
虫草花,福建漳州,自采,5.13%,5.49%,合格,03-19
平菇,海口秀英,自采,2.38%,7.14%,合格,03-19
苦瓜,云南通海,银川物流,1.10%,8.97%,合格,03-19
圆椒,云南通海,银川物流,3.11%,11.70%,合格,03-19
菜心,琼山大荒洋,鑫源丰,11.00%,5.31%,合格,03-19
本地小白菜,琼山大荒洋,鑫源丰,3.85%,2.38%,合格,03-19
上海青,琼山大荒洋,鑫源丰,8.06%,8.24%,合格,03-19
黑叶白,琼山大荒洋,鑫源丰,4.95%,0.92%,合格,03-19
青梗小白菜,琼山大荒洋,鑫源丰,4.95%,0.18%,合格,03-19
地瓜叶,琼山大荒洋,鑫源丰,6.04%,10.80%,合格,03-19
泡椒,琼山大荒洋,鑫源丰,12.50%,4.03%,合格,03-19
线椒,琼山大荒洋,鑫源丰,2.56%,5.31%,合格,03-19
空心菜,琼山大荒洋,鑫源丰,10.10%,6.04%,合格,03-19
茄子,琼山大荒洋,鑫源丰,5.13%,3.11%,合格,03-19
地瓜叶,琼山七水洋,昌木达,3.66%,3.66%,合格,03-19
泡椒,琼山七水洋,昌木达,6.59%,5.86%,合格,03-19
线椒,琼山七水洋,昌木达,5.86%,2.56%,合格,03-19
地瓜叶,琼山七水洋,泳旺/龙地园,6.41%,8.97%,合格,03-19
泡椒,琼山七水洋,泳旺,5.31%,4.40%,合格,03-19
红富士,山西运城,椰枝花,5.31%,0.18%,合格,03-18
香梨,新疆库尔勒,椰枝花,3.66%,0.92%,合格,03-18
香蕉,海南乐东,椰枝花,0.00%,0.00%,合格,03-18
芭蕉,海南乐东,椰枝花,0.00%,0.00%,合格,03-18
蒜苔,云南通海,银川物流,0.00%,0.00%,合格,03-18
冬瓜,云南通海,银川物流,0.18%,0.00%,合格,03-18
南瓜,云南通海,银川物流,0.00%,0.00%,合格,03-18
金针菇,福建漳州,自采,5.86%,13.00%,合格,03-18
杏鲍菇,辽宁大连,自采,10.60%,5.86%,合格,03-18
白玉菇,福建漳州,自采,8.06%,6.96%,合格,03-18
秋葵,海口秀英,自采,0.00%,4.03%,合格,03-18
虫草花,福建漳州,自采,0.00%,0.00%,合格,03-18
平菇,海口秀英,自采,1.47%,0.00%,合格,03-18
苦瓜,云南通海,银川物流,13.70%,6.23%,合格,03-18
圆椒,云南通海,银川物流,5.13%,0.00%,合格,03-18
菜心,琼山大荒洋,鑫源丰,12.30%,12.80%,合格,03-18
本地小白菜,琼山大荒洋,鑫源丰,13.60%,10.80%,合格,03-18
上海青,琼山大荒洋,鑫源丰,11.00%,11.70%,合格,03-18
黑叶白,琼山大荒洋,鑫源丰,6.41%,6.41%,合格,03-18
青梗小白菜,琼山大荒洋,鑫源丰,11.20%,5.13%,合格,03-18
贡梨,安徽,椰枝花,4.40%,8.42%,合格,03-20
沃柑,广西,椰枝花,1.65%,1.83%,合格,03-20
香蕉,海南乐东,椰枝花,3.30%,2.20%,合格,03-20
阳光玫瑰,云南建水,椰枝花,5.68%,6.41%,合格,03-20
